omiga2,0.9,0.99,1.08,1.17,1.26,1.35,1.44,1.53,1.62,1.71,1.8,1.89,1.98,2.07,2.16,2.25,2.34,2.43,2.52,2.61,2.7
0,0.103629746,0.10637341,0.109121282,0.111872989,0.114628199,0.117386612,0.12014796,0.122912,0.125678511,0.128447296,0.131218175,0.133990984,0.136765576,0.139541814,0.142319577,0.14509875,0.147879233,0.15066093,0.153443755,0.15622763,0.159012481
0.04,0.213722436,0.227590008,0.241462431,0.255338528,0.269217427,0.283098474,0.296981173,0.310865142,0.32475009,0.338635788,0.352522058,0.36640876,0.380295784,0.394183041,0.408070463,0.421957993,0.435845589,0.449733215,0.463620842,0.477508449,0.491396018
0.08,0.324526133,0.349498394,0.37447216,0.399446806,0.424421918,0.449397224,0.47437254,0.499347748,0.52432277,0.549297556,0.574272076,0.599246314,0.624220265,0.649193927,0.674167305,0.699140406,0.724113238,0.749085813,0.77405814,0.799030231,0.824002096
0.12,0.435397602,0.471460624,0.507523452,0.543585856,0.579647721,0.615708996,0.65176967,0.687829753,0.723889268,0.759948245,0.796006717,0.832064715,0.868122273,0.904179421,0.940236189,0.976292604,1.012348691,1.048404473,1.084459972,1.120515208,1.156570199
0.16,0.546273716,0.593422751,0.640570767,0.687717766,0.734863795,0.782008921,0.829153216,0.876296755,0.923439604,0.970581828,1.017723485,1.064864626,1.1120053,1.159145547,1.206285405,1.253424909,1.300564088,1.347702969,1.394841576,1.441979931,1.489118054
0.2,0.657145123,0.715378376,0.773610208,0.831840754,0.890070149,0.948298523,1.00652599,1.064752653,1.122978601,1.181203912,1.239428655,1.297652888,1.355876665,1.41410003,1.472323023,1.53054568,1.58876803,1.646990102,1.705211919,1.763433504,1.821654875
0.24,0.768011052,0.837327802,0.906642939,0.975956676,1.045269199,1.114580668,1.18389122,1.253200969,1.322510016,1.391818442,1.461126321,1.530433713,1.599740672,1.669047242,1.738353464,1.807659371,1.876964995,1.946270361,2.015575493,2.084880411,2.154185134
0.28,0.878872272,0.959272227,1.039670491,1.120067319,1.200462925,1.280857485,1.361251146,1.441644029,1.522036234,1.602427848,1.682818941,1.763209575,1.843599801,1.923989664,2.004379202,2.084768448,2.165157432,2.245546178,2.325934708,2.406323043,2.486711198
0.32,0.989729692,1.081212749,1.172694096,1.264174013,1.355652728,1.447130426,1.538607254,1.630083335,1.721558771,1.813033646,1.904508029,1.99598198,2.087455549,2.178928779,2.270401707,2.361874363,2.453346776,2.544818969,2.636290963,2.727762776,2.819234426
0.36,1.100584085,1.203150224,1.305714668,1.408277711,1.510839586,1.613400478,1.715960536,1.818519883,1.921078616,2.023636819,2.126194557,2.22875189,2.331308865,2.433865522,2.536421897,2.63897802,2.741533916,2.844089609,2.946645117,3.049200458,3.151755647
0.4,1.211436057,1.325085299,1.438732878,1.552379096,1.666024185,1.77966833,1.893311679,2.006954349,2.120596439,2.234238025,2.347879175,2.461519942,2.575160373,2.688800507,2.802440377,2.916080011,3.029719434,3.143358667,3.256997728,3.370636635,3.4842754
0.44,1.322286078,1.447018458,1.571749219,1.696478662,1.821207019,1.945934471,2.070661163,2.19538721,2.320112705,2.444837724,2.56956233,2.694286576,2.819010505,2.943734155,3.068457557,3.193180738,3.317903722,3.442626528,3.567349174,3.692071675,3.816794045
0.48,1.433134509,1.56895007,1.70476406,1.840576777,1.976388451,2.112199258,2.248009339,2.383818806,2.519627749,2.655436241,2.791244342,2.927052102,3.062859564,3.198666762,3.334473728,3.470280485,3.606087057,3.741893463,3.877699718,4.013505838,4.149311834
0.52,1.543981633,1.690880417,1.83777768,1.984673717,2.13156875,2.278462955,2.425356466,2.572249391,2.719141817,2.866033815,3.012925443,3.159816748,3.306707771,3.453598545,3.600489098,3.747379456,3.894269639,4.041159665,4.18804955,4.334939307,4.481828949
0.56,1.654827669,1.812809718,1.970790296,2.128769692,2.286748124,2.444725762,2.602702737,2.760679153,2.918655094,3.076630627,3.234605808,3.392580683,3.55055529,3.708529661,3.866503824,4.024477802,4.182451615,4.340425279,4.49839881,4.65637222,4.814345522
0.6,1.765672791,1.934738144,2.103802075,2.272864866,2.441926732,2.610987835,2.780048304,2.949108238,3.118167719,3.287226812,3.456285569,3.625344035,3.794402246,3.963460234,4.132518024,4.301575638,4.470633096,4.639690413,4.808747604,4.977804681,5.146861655
0.64,1.87651714,2.056665832,2.236813149,2.416959369,2.597104697,2.777249294,2.957393282,3.13753676,3.317679803,3.497822476,3.677964828,3.858106903,4.038248736,4.218390356,4.398531787,4.578673052,4.758814168,4.93895515,5.119096013,5.299236767,5.479377424
0.68,1.987360829,2.178592893,2.369823627,2.561053302,2.75228212,2.943510235,3.134737766,3.325964806,3.517191432,3.708417702,3.899643667,4.090869367,4.282094835,4.4733201,4.664545186,4.855770113,5.046994898,5.238219556,5.4294441,5.620668541,5.811892889
0.72,2.098203951,2.300519415,2.502833594,2.70514675,2.907459081,3.109770735,3.312081828,3.51439245,3.716702674,3.919012558,4.121322149,4.323631487,4.525940603,4.728249526,4.930558277,5.132866876,5.335175339,5.537483682,5.739791916,5.942100052,6.144408099
0.76,2.20904658,2.422445472,2.63584312,2.84923978,3.062635644,3.276030856,3.489425528,3.702819748,3.916213585,4.129607096,4.343000327,4.556393314,4.769786089,4.983178679,5.196571104,5.409963384,5.623355535,5.83674757,6.050139501,6.263531338,6.476923091
0.8,2.319888781,2.544371125,2.768852264,2.993332448,3.217811863,3.44229065,3.666768917,3.891246748,4.115724212,4.340201362,4.564678242,4.789154889,5.013631333,5.238107598,5.462583706,5.687059674,5.911535519,6.136011253,6.360486887,6.584962432,6.809437895
